2020-11-30 10:34:29.343 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.r.e.ExecutionGraph -Window(TumblingEventTimeWindows(60000), ContinuousProcessingTimeTrigger, TimeEvictor, ReduceFunction$2, PassThroughWindowFunction) -> Sink: Unnamed (1/2) (3ea69c51d161b088a50b21e0571bf7a3) switched from CREATED to SCHEDULED.
2020-11-30 10:34:29.343 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.r.e.ExecutionGraph -Window(TumblingEventTimeWindows(60000), ContinuousProcessingTimeTrigger, TimeEvictor, ReduceFunction$2, PassThroughWindowFunction) -> Sink: Unnamed (2/2) (72b10d959f4b526cf0c1afd3300bbd73) switched from CREATED to SCHEDULED.
2020-11-30 10:34:29.345 [jobmanager-future-thread-1] INFO  o.a.f.r.h.n.e.EmbeddedLeaderService -Received confirmation of leadership for leader akka://flink/user/jobmanager_1 , session=7bbf3f07-a2bf-499d-a96b-41f4f9b5f5ad
2020-11-30 10:34:29.345 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.jobmaster.JobMaster -Connecting to ResourceManager akka://flink/user/resourcemanager(a4057bb1e63849bb433bab8f55af4ef5)
2020-11-30 10:34:29.347 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.jobmaster.JobMaster -Resolved ResourceManager address, beginning registration
2020-11-30 10:34:29.347 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.runtime.jobmaster.JobMaster -Registration at ResourceManager attempt 1 (timeout=100ms)
2020-11-30 10:34:29.348 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.r.StandaloneResourceManager -Registering job manager a96b41f4f9b5f5ad7bbf3f07a2bf499d@akka://flink/user/jobmanager_1 for job 0b0ce8d51742b989469c608cad33d3b7.
2020-11-30 10:34:29.352 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.r.r.StandaloneResourceManager -Registered job manager a96b41f4f9b5f5ad7bbf3f07a2bf499d@akka://flink/user/jobmanager_1 for job 0b0ce8d51742b989469c608cad33d3b7.
2020-11-30 10:34:29.354 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.runtime.jobmaster.JobMaster -JobManager successfully registered at ResourceManager, leader id: a4057bb1e63849bb433bab8f55af4ef5.
2020-11-30 10:34:29.354 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.j.slotpool.SlotPoolImpl -Requesting new slot [SlotRequestId{940823810dc6a21edebda070e7231b2a}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-11-30 10:34:29.356 [flink-akka.actor.default-dispatcher-4] INFO  o.a.f.r.r.StandaloneResourceManager -Request slot with profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} for job 0b0ce8d51742b989469c608cad33d3b7 with allocation id 241ddebbe12c4cb79a05af3e3235b8a4.
2020-11-30 10:34:29.356 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.j.slotpool.SlotPoolImpl -Requesting new slot [SlotRequestId{2939285702a24c8d9ba56e7022c6684c}] and profile ResourceProfile{cpuCores=-1.0, heapMemoryInMB=-1, directMemoryInMB=-1, nativeMemoryInMB=-1, networkMemoryInMB=-1, managedMemoryInMB=-1} from resource manager.
2020-11-30 10:34:29.357 [flink-akka.actor.default-dispatcher-6] INFO  o.a.f.r.taskexecutor.TaskExecutor -Receive slot request 241ddebbe12c4cb79a05af3e3235b8a4 for job 0b0ce8d51742b989469c608cad33d3b7 from resource manager with leader id a4057bb1e63849bb433bab8f55af4ef5.
